"Temperature (K)","Velocity[i] (m/s)","Velocity[j] (m/s)","X (m)","Y (m)","Z (m)"
245.507154957827,1.79769313486232e+308,1.79769313486232e+308,0.00295300957575741,-0.0176541989855871,0
245.5039031494,1.79769313486232e+308,1.79769313486232e+308,0.00298235146897912,-0.0179770775988434,0
245.522964160352,1.79769313486232e+308,1.79769313486232e+308,0.00286300448707633,-0.0177753714651189,0
245.577558414944,1.79769313486232e+308,1.79769313486232e+308,0.00250329155447562,-0.0175745551762744,0
245.521949128827,1.79769313486232e+308,1.79769313486232e+308,0.00288061094124582,-0.0181155271609566,0
245.558662076467,1.79769313486232e+308,1.79769313486232e+308,0.00263843970195011,-0.0177773965195688,0
245.607755829405,1.79769313486232e+308,1.79769313486232e+308,0.00228733476794562,-0.0175896200556673,0
245.50742498466,1.79769313486232e+308,1.79769313486232e+308,0.00297218780265765,-0.018280277067492,0
245.561716270021,1.79769313486232e+308,1.79769313486232e+308,0.00263222141191088,-0.0181248799630782,0
245.575364722939,1.79769313486232e+308,1.79769313486232e+308,0.00253467834995521,-0.0179831540368263,0
245.633723310816,1.79769313486232e+308,1.79769313486232e+308,0.00209604063698776,-0.0178333087699487,0
245.502126706226,1.79769313486232e+308,1.79769313486232e+308,0.00301176866846442,-0.0185866748034102,0
245.520897814452,1.79769313486232e+308,1.79769313486232e+308,0.00289731114937258,-0.0184222547143797,0
245.574445738486,1.79769313486232e+308,1.79769313486232e+308,0.00255626682741584,-0.0183499731194762,0
245.624292490347,1.79769313486232e+308,1.79769313486232e+308,0.00218093226746032,-0.01800307278042,0
245.67046467098,1.79769313486232e+308,1.79769313486232e+308,0.00175450433494022,-0.0176300405744688,0
245.720318521574,1.79769313486232e+308,1.79769313486232e+308,0.00116195620886693,-0.0175072177100277,0
245.551497910216,1.79769313486232e+308,1.79769313486232e+308,0.00271075293666025,-0.0184789145498849,0
245.526413185065,1.79769313486232e+308,1.79769313486232e+308,0.00287687562300633,-0.0187839636019763,0
245.606507240134,1.79769313486232e+308,1.79769313486232e+308,0.00233417058637746,-0.018420745417266,0
245.636890610952,1.79769313486232e+308,1.79769313486232e+308,0.00208890214441072,-0.01821390538265,0
245.754197648758,1.79769313486232e+308,1.79769313486232e+308,0.000437742769709303,-0.0174530077590559,0
245.694238178381,1.79769313486232e+308,1.79769313486232e+308,0.00151286673224062,-0.0177433978237076,0
245.739185394375,1.79769313486232e+308,1.79769313486232e+308,0.000861953770225652,-0.0177037894548996,0
245.514201424026,1.79769313486232e+308,1.79769313486232e+308,0.00295404135419505,-0.018919684484988,0
245.511982918319,1.79769313486232e+308,1.79769313486232e+308,0.00297654112898798,-0.0192467546831873,0
245.554565166514,1.79769313486232e+308,1.79769313486232e+308,0.0027005405686701,-0.0187333597608684,0
245.612858852224,1.79769313486232e+308,1.79769313486232e+308,0.00229755384138231,-0.0186686318067348,0
245.675095955882,1.79769313486232e+308,1.79769313486232e+308,0.0017564499503444,-0.0183600745290461,0
245.760268052372,1.79769313486232e+308,1.79769313486232e+308,0.000156789796966483,-0.017797992029058,0
245.745393803362,1.79769313486232e+308,1.79769313486232e+308,0.000815599924050679,-0.0183195471480293,0
245.699025485975,1.79769313486232e+308,1.79769313486232e+308,0.00148699113636502,-0.0181829205945743,0
245.51277966085,1.79769313486232e+308,1.79769313486232e+308,0.00297822596914351,-0.0194564374922864,0
245.530568122476,1.79769313486232e+308,1.79769313486232e+308,0.00286388485330561,-0.0191362825984871,0
245.582779222286,1.79769313486232e+308,1.79769313486232e+308,0.00251910282403549,-0.0188384497273808,0
245.642619176691,1.79769313486232e+308,1.79769313486232e+308,0.00206801459028695,-0.0187709608902792,0
245.67627465608,1.79769313486232e+308,1.79769313486232e+308,0.00176313694165374,-0.018634282281356,0
245.759894730326,1.79769313486232e+308,1.79769313486232e+308,0.000428530644142485,-0.0184391916484758,0
245.732286527042,1.79769313486232e+308,1.79769313486232e+308,0.00107209705769334,-0.0184884281997897,0
245.533333869808,1.79769313486232e+308,1.79769313486232e+308,0.00286099582813386,-0.0195797928616553,0
245.567910774195,1.79769313486232e+308,1.79769313486232e+308,0.00263251287726425,-0.0192316520003051,0
245.589725194175,1.79769313486232e+308,1.79769313486232e+308,0.00248140724051768,-0.019102569473897,0
245.648221095312,1.79769313486232e+308,1.79769313486232e+308,0.00203552895313333,-0.0190732765312915,0
245.702016050876,1.79769313486232e+308,1.79769313486232e+308,0.00150887738287895,-0.0189208764747769,0
245.519494409237,1.79769313486232e+308,1.79769313486232e+308,0.00294830160238869,-0.0197717020359791,0
245.76795269075,1.79769313486232e+308,1.79769313486232e+308,0.000206328201247384,-0.0189898591837226,0
245.731731119119,1.79769313486232e+308,1.79769313486232e+308,0.00113950517466051,-0.0189136754564815,0
245.570167196485,1.79769313486232e+308,1.79769313486232e+308,0.00262679765418479,-0.0194956135816864,0
245.625312694044,1.79769313486232e+308,1.79769313486232e+308,0.00222639940134423,-0.0192213901925429,0
245.686179111217,1.79769313486232e+308,1.79769313486232e+308,0.00169757341529666,-0.0191892811241552,0
