"Temperature (K)","Velocity[i] (m/s)","Velocity[j] (m/s)","X (m)","Y (m)","Z (m)"
244.561223806797,1.79769313486232e+308,1.79769313486232e+308,0.00295300957575741,-0.0176541989855871,0
244.558670525407,1.79769313486232e+308,1.79769313486232e+308,0.00298235146897912,-0.0179770775988434,0
244.573890664286,1.79769313486232e+308,1.79769313486232e+308,0.00286300448707633,-0.0177753714651189,0
244.617538706978,1.79769313486232e+308,1.79769313486232e+308,0.00250329155447562,-0.0175745551762744,0
244.573130482537,1.79769313486232e+308,1.79769313486232e+308,0.00288061094124582,-0.0181155271609566,0
244.602451679656,1.79769313486232e+308,1.79769313486232e+308,0.00263843970195011,-0.0177773965195688,0
244.641700311984,1.79769313486232e+308,1.79769313486232e+308,0.00228733476794562,-0.0175896200556673,0
244.561535092157,1.79769313486232e+308,1.79769313486232e+308,0.00297218780265765,-0.018280277067492,0
244.604948982241,1.79769313486232e+308,1.79769313486232e+308,0.00263222141191088,-0.0181248799630782,0
244.615846743949,1.79769313486232e+308,1.79769313486232e+308,0.00253467834995521,-0.0179831540368263,0
244.662513996535,1.79769313486232e+308,1.79769313486232e+308,0.00209604063698776,-0.0178333087699487,0
244.557344242922,1.79769313486232e+308,1.79769313486232e+308,0.00301176866846442,-0.0185866748034102,0
244.572337040655,1.79769313486232e+308,1.79769313486232e+308,0.00289731114937258,-0.0184222547143797,0
244.615169215725,1.79769313486232e+308,1.79769313486232e+308,0.00255626682741584,-0.0183499731194762,0
244.6549957602,1.79769313486232e+308,1.79769313486232e+308,0.00218093226746032,-0.01800307278042,0
244.691876483366,1.79769313486232e+308,1.79769313486232e+308,0.00175450433494022,-0.0176300405744688,0
244.731740917039,1.79769313486232e+308,1.79769313486232e+308,0.00116195620886693,-0.0175072177100277,0
244.596829046075,1.79769313486232e+308,1.79769313486232e+308,0.00271075293666025,-0.0184789145498849,0
244.576807733219,1.79769313486232e+308,1.79769313486232e+308,0.00287687562300633,-0.0187839636019763,0
244.640832959483,1.79769313486232e+308,1.79769313486232e+308,0.00233417058637746,-0.018420745417266,0
244.66510915708,1.79769313486232e+308,1.79769313486232e+308,0.00208890214441072,-0.01821390538265,0
244.758835728806,1.79769313486232e+308,1.79769313486232e+308,0.000437742769709303,-0.0174530077590559,0
244.710914724773,1.79769313486232e+308,1.79769313486232e+308,0.00151286673224062,-0.0177433978237076,0
244.746867570456,1.79769313486232e+308,1.79769313486232e+308,0.000861953770225652,-0.0177037894548996,0
244.567059100573,1.79769313486232e+308,1.79769313486232e+308,0.00295404135419505,-0.018919684484988,0
244.565339187789,1.79769313486232e+308,1.79769313486232e+308,0.00297654112898798,-0.0192467546831873,0
244.599324264107,1.79769313486232e+308,1.79769313486232e+308,0.0027005405686701,-0.0187333597608684,0
244.645955300403,1.79769313486232e+308,1.79769313486232e+308,0.00229755384138231,-0.0186686318067348,0
244.69570066263,1.79769313486232e+308,1.79769313486232e+308,0.0017564499503444,-0.0183600745290461,0
244.763750029752,1.79769313486232e+308,1.79769313486232e+308,0.000156789796966483,-0.017797992029058,0
244.751937554509,1.79769313486232e+308,1.79769313486232e+308,0.000815599924050679,-0.0183195471480293,0
244.714817083952,1.79769313486232e+308,1.79769313486232e+308,0.00148699113636502,-0.0181829205945743,0
244.566012329329,1.79769313486232e+308,1.79769313486232e+308,0.00297822596914351,-0.0194564374922864,0
244.580191032448,1.79769313486232e+308,1.79769313486232e+308,0.00286388485330561,-0.0191362825984871,0
244.62191616992,1.79769313486232e+308,1.79769313486232e+308,0.00251910282403549,-0.0188384497273808,0
244.669783837521,1.79769313486232e+308,1.79769313486232e+308,0.00206801459028695,-0.0187709608902792,0
244.696689273759,1.79769313486232e+308,1.79769313486232e+308,0.00176313694165374,-0.018634282281356,0
244.76355961553,1.79769313486232e+308,1.79769313486232e+308,0.000428530644142485,-0.0184391916484758,0
244.741479221132,1.79769313486232e+308,1.79769313486232e+308,0.00107209705769334,-0.0184884281997897,0
244.582479403515,1.79769313486232e+308,1.79769313486232e+308,0.00286099582813386,-0.0195797928616553,0
244.610085527377,1.79769313486232e+308,1.79769313486232e+308,0.00263251287726425,-0.0192316520003051,0
244.627517924041,1.79769313486232e+308,1.79769313486232e+308,0.00248140724051768,-0.019102569473897,0
244.674316746719,1.79769313486232e+308,1.79769313486232e+308,0.00203552895313333,-0.0190732765312915,0
244.717333098177,1.79769313486232e+308,1.79769313486232e+308,0.00150887738287895,-0.0189208764747769,0
244.571438379961,1.79769313486232e+308,1.79769313486232e+308,0.00294830160238869,-0.0197717020359791,0
244.770100657112,1.79769313486232e+308,1.79769313486232e+308,0.000206328201247384,-0.0189898591837226,0
244.741107035262,1.79769313486232e+308,1.79769313486232e+308,0.00113950517466051,-0.0189136754564815,0
244.611936033504,1.79769313486232e+308,1.79769313486232e+308,0.00262679765418479,-0.0194956135816864,0
244.656012263445,1.79769313486232e+308,1.79769313486232e+308,0.00222639940134423,-0.0192213901925429,0
244.704707487237,1.79769313486232e+308,1.79769313486232e+308,0.00169757341529666,-0.0191892811241552,0
244.581686498658,1.79769313486232e+308,1.79769313486232e+308,0.0028759173971422,-0.0198979761939956,0
244.767093586794,1.79769313486232e+308,1.79769313486232e+308,0.000554698566547572,-0.0194685442959669,0
244.56325158782,1.79769313486232e+308,1.79769313486232e+308,0.0030144239262087,-0.0200864947249499,0
244.750214875026,1.79769313486232e+308,1.79769313486232e+308,0.000979217259125205,-0.0193530622896862,0
244.632676737836,1.79769313486232e+308,1.79769313486232e+308,0.00245785211813291,-0.0196438974872529,0
244.65858445569,1.79769313486232e+308,1.79769313486232e+308,0.00221499633463682,-0.0195332864096259,0
244.708362351156,1.79769313486232e+308,1.79769313486232e+308,0.00166612952804664,-0.0194776258210945,0
244.60292338098,1.79769313486232e+308,1.79769313486232e+308,0.00271327468853417,-0.019941385317652,0
244.770824383215,1.79769313486232e+308,1.79769313486232e+308,0.000471976143157681,-0.0199228046345501,0
244.775785422013,1.79769313486232e+308,1.79769313486232e+308,0.000142161638259507,-0.0202267061758265,0
244.578878262952,1.79769313486232e+308,1.79769313486232e+308,0.00290598211068544,-0.0202334126485677,0
244.732031278613,1.79769313486232e+308,1.79769313486232e+308,0.00134385472386602,-0.0196580189986471,0
244.627860471534,1.79769313486232e+308,1.79769313486232e+308,0.00250784644194909,-0.0198668018787307,0
244.681237727457,1.79769313486232e+308,1.79769313486232e+308,0.00199102485933395,-0.0196714321227436,0
244.601313475216,1.79769313486232e+308,1.79769313486232e+308,0.00273325530904829,-0.020174527398307,0
244.758736109031,1.79769313486232e+308,1.79769313486232e+308,0.00087730119123849,-0.0203485466058964,0
244.776656268091,1.79769313486232e+308,1.79769313486232e+308,0.000360642569083867,-0.0209388322802802,0
244.569280468608,1.79769313486232e+308,1.79769313486232e+308,0.00298083995528274,-0.0203917970365757,0
