"Temperature (K)","Velocity[i] (m/s)","Velocity[j] (m/s)","X (m)","Y (m)","Z (m)"
278.866636746676,1.79769313486232e+308,1.79769313486232e+308,0.00295300957575741,-0.0176541989855871,0
278.869434482612,1.79769313486232e+308,1.79769313486232e+308,0.00298235146897912,-0.0179770775988434,0
278.881439908752,1.79769313486232e+308,1.79769313486232e+308,0.00286300448707633,-0.0177753714651189,0
278.922059639246,1.79769313486232e+308,1.79769313486232e+308,0.00250329155447562,-0.0175745551762744,0
278.886362131428,1.79769313486232e+308,1.79769313486232e+308,0.00288061094124582,-0.0181155271609566,0
278.910235990026,1.79769313486232e+308,1.79769313486232e+308,0.00263843970195011,-0.0177773965195688,0
278.946629216033,1.79769313486232e+308,1.79769313486232e+308,0.00228733476794562,-0.0175896200556673,0
278.877430326891,1.79769313486232e+308,1.79769313486232e+308,0.00297218780265765,-0.018280277067492,0
278.918561457053,1.79769313486232e+308,1.79769313486232e+308,0.00263222141191088,-0.0181248799630782,0
278.927157858396,1.79769313486232e+308,1.79769313486232e+308,0.00253467834995521,-0.0179831540368263,0
278.971634366894,1.79769313486232e+308,1.79769313486232e+308,0.00209604063698776,-0.0178333087699487,0
278.878419580921,1.79769313486232e+308,1.79769313486232e+308,0.00301176866846442,-0.0185866748034102,0
278.890729191297,1.79769313486232e+308,1.79769313486232e+308,0.00289731114937258,-0.0184222547143797,0
278.932642074742,1.79769313486232e+308,1.79769313486232e+308,0.00255626682741584,-0.0183499731194762,0
278.966902859095,1.79769313486232e+308,1.79769313486232e+308,0.00218093226746032,-0.01800307278042,0
278.997798949667,1.79769313486232e+308,1.79769313486232e+308,0.00175450433494022,-0.0176300405744688,0
279.03588139668,1.79769313486232e+308,1.79769313486232e+308,0.00116195620886693,-0.0175072177100277,0
278.916358701115,1.79769313486232e+308,1.79769313486232e+308,0.00271075293666025,-0.0184789145498849,0
278.901399790668,1.79769313486232e+308,1.79769313486232e+308,0.00287687562300633,-0.0187839636019763,0
278.959674933442,1.79769313486232e+308,1.79769313486232e+308,0.00233417058637746,-0.018420745417266,0
278.98061906598,1.79769313486232e+308,1.79769313486232e+308,0.00208890214441072,-0.01821390538265,0
279.062247901555,1.79769313486232e+308,1.79769313486232e+308,0.000437742769709303,-0.0174530077590559,0
279.018842416851,1.79769313486232e+308,1.79769313486232e+308,0.00151286673224062,-0.0177433978237076,0
279.054363742363,1.79769313486232e+308,1.79769313486232e+308,0.000861953770225652,-0.0177037894548996,0
278.893924312478,1.79769313486232e+308,1.79769313486232e+308,0.00295404135419505,-0.018919684484988,0
278.897924823357,1.79769313486232e+308,1.79769313486232e+308,0.00297654112898798,-0.0192467546831873,0
278.923206001034,1.79769313486232e+308,1.79769313486232e+308,0.0027005405686701,-0.0187333597608684,0
278.969036747282,1.79769313486232e+308,1.79769313486232e+308,0.00229755384138231,-0.0186686318067348,0
279.013861510529,1.79769313486232e+308,1.79769313486232e+308,0.0017564499503444,-0.0183600745290461,0
279.072908247498,1.79769313486232e+308,1.79769313486232e+308,0.000156789796966483,-0.017797992029058,0
279.069744172963,1.79769313486232e+308,1.79769313486232e+308,0.000815599924050679,-0.0183195471480293,0
279.03011435447,1.79769313486232e+308,1.79769313486232e+308,0.00148699113636502,-0.0181829205945743,0
278.902274677308,1.79769313486232e+308,1.79769313486232e+308,0.00297822596914351,-0.0194564374922864,0
278.910945265581,1.79769313486232e+308,1.79769313486232e+308,0.00286388485330561,-0.0191362825984871,0
278.947750015599,1.79769313486232e+308,1.79769313486232e+308,0.00251910282403549,-0.0188384497273808,0
278.994750346121,1.79769313486232e+308,1.79769313486232e+308,0.00206801459028695,-0.0187709608902792,0
279.01949168751,1.79769313486232e+308,1.79769313486232e+308,0.00176313694165374,-0.018634282281356,0
279.08344127023,1.79769313486232e+308,1.79769313486232e+308,0.000428530644142485,-0.0184391916484758,0
279.062067030206,1.79769313486232e+308,1.79769313486232e+308,0.00107209705769334,-0.0184884281997897,0
278.920983789266,1.79769313486232e+308,1.79769313486232e+308,0.00286099582813386,-0.0195797928616553,0
278.942646590298,1.79769313486232e+308,1.79769313486232e+308,0.00263251287726425,-0.0192316520003051,0
278.957933062797,1.79769313486232e+308,1.79769313486232e+308,0.00248140724051768,-0.019102569473897,0
279.004472801732,1.79769313486232e+308,1.79769313486232e+308,0.00203552895313333,-0.0190732765312915,0
279.045110381488,1.79769313486232e+308,1.79769313486232e+308,0.00150887738287895,-0.0189208764747769,0
278.913173465237,1.79769313486232e+308,1.79769313486232e+308,0.00294830160238869,-0.0197717020359791,0
279.099306429014,1.79769313486232e+308,1.79769313486232e+308,0.000206328201247384,-0.0189898591837226,0
279.068885222099,1.79769313486232e+308,1.79769313486232e+308,0.00113950517466051,-0.0189136754564815,0
278.949085844717,1.79769313486232e+308,1.79769313486232e+308,0.00262679765418479,-0.0194956135816864,0
278.988618782149,1.79769313486232e+308,1.79769313486232e+308,0.00222639940134423,-0.0192213901925429,0
279.036999783404,1.79769313486232e+308,1.79769313486232e+308,0.00169757341529666,-0.0191892811241552,0
278.925698269794,1.79769313486232e+308,1.79769313486232e+308,0.0028759173971422,-0.0198979761939956,0
279.104426770143,1.79769313486232e+308,1.79769313486232e+308,0.000554698566547572,-0.0194685442959669,0
278.910478933312,1.79769313486232e+308,1.79769313486232e+308,0.0030144239262087,-0.0200864947249499,0
279.085507884708,1.79769313486232e+308,1.79769313486232e+308,0.000979217259125205,-0.0193530622896862,0
278.97248035802,1.79769313486232e+308,1.79769313486232e+308,0.00245785211813291,-0.0196438974872529,0
278.996579219642,1.79769313486232e+308,1.79769313486232e+308,0.00221499633463682,-0.0195332864096259,0
279.045609993278,1.79769313486232e+308,1.79769313486232e+308,0.00166612952804664,-0.0194776258210945,0
278.947778305772,1.79769313486232e+308,1.79769313486232e+308,0.00271327468853417,-0.019941385317652,0
279.115944056845,1.79769313486232e+308,1.79769313486232e+308,0.000471976143157681,-0.0199228046345501,0
279.126132128051,1.79769313486232e+308,1.79769313486232e+308,0.000142161638259507,-0.0202267061758265,0
278.92876017482,1.79769313486232e+308,1.79769313486232e+308,0.00290598211068544,-0.0202334126485677,0
279.07247080616,1.79769313486232e+308,1.79769313486232e+308,0.00134385472386602,-0.0196580189986471,0
278.971514055172,1.79769313486232e+308,1.79769313486232e+308,0.00250784644194909,-0.0198668018787307,0
279.021710673911,1.79769313486232e+308,1.79769313486232e+308,0.00199102485933395,-0.0196714321227436,0
278.950241832676,1.79769313486232e+308,1.79769313486232e+308,0.00273325530904829,-0.020174527398307,0
279.111133767241,1.79769313486232e+308,1.79769313486232e+308,0.00087730119123849,-0.0203485466058964,0
279.139264990489,1.79769313486232e+308,1.79769313486232e+308,0.000360642569083867,-0.0209388322802802,0
278.921918975173,1.79769313486232e+308,1.79769313486232e+308,0.00298083995528274,-0.0203917970365757,0
279.076890833514,1.79769313486232e+308,1.79769313486232e+308,0.0013852057244931,-0.0199842117252124,0
278.988026609262,1.79769313486232e+308,1.79769313486232e+308,0.00240217702809079,-0.0200843698829352,0
279.027587153303,1.79769313486232e+308,1.79769313486232e+308,0.00199946649355384,-0.0199796816515469,0
278.970299572561,1.79769313486232e+308,1.79769313486232e+308,0.00258897223785117,-0.0202674734245063,0
279.096290154149,1.79769313486232e+308,1.79769313486232e+308,0.00117310141939164,-0.0203230351400579,0
279.13170829014,1.79769313486232e+308,1.79769313486232e+308,0.000678749402575502,-0.0209340274822649,0
279.152623141779,1.79769313486232e+308,1.79769313486232e+308,0.000143173626895404,-0.021438547122094,0
278.941353716564,1.79769313486232e+308,1.79769313486232e+308,0.00286378917062705,-0.0205448608278005,0
279.05242795579,1.79769313486232e+308,1.79769313486232e+308,0.00175337565441674,-0.0201332590833588,0
279.007607138851,1.79769313486232e+308,1.79769313486232e+308,0.00223554447305956,-0.0201493188979001,0
278.970926557818,1.79769313486232e+308,1.79769313486232e+308,0.00262172426779736,-0.0204806900437,0
279.086118443933,1.79769313486232e+308,1.79769313486232e+308,0.00145667074594001,-0.0206421424324012,0
279.163599818944,1.79769313486232e+308,1.79769313486232e+308,0.0003853430398742,-0.022074453827878,0
279.131096755703,1.79769313486232e+308,1.79769313486232e+308,0.000903021050529141,-0.0213005642508978,0
278.93297488162,1.79769313486232e+308,1.79769313486232e+308,0.00294936468742816,-0.0206956714833085,0
279.015638890461,1.79769313486232e+308,1.79769313486232e+308,0.00222919388299163,-0.0204913699104108,0
279.058034695842,1.79769313486232e+308,1.79769313486232e+308,0.0017728134777319,-0.0204661973895463,0
278.992808231741,1.79769313486232e+308,1.79769313486232e+308,0.00246303452226846,-0.0206146919877275,0
279.092225385274,1.79769313486232e+308,1.79769313486232e+308,0.00146243372859928,-0.0209392413584814,0
279.113458701097,1.79769313486232e+308,1.79769313486232e+308,0.00121763264634554,-0.0212316912975046,0
279.153321096309,1.79769313486232e+308,1.79769313486232e+308,0.000714712231500524,-0.0219886219011428,0
278.945464120731,1.79769313486232e+308,1.79769313486232e+308,0.00288105011140259,-0.0208430500255125,0
279.038359632695,1.79769313486232e+308,1.79769313486232e+308,0.00202961376327134,-0.0206145141235814,0
278.968045298492,1.79769313486232e+308,1.79769313486232e+308,0.00271716452898817,-0.020900251030811,0
278.991556459949,1.79769313486232e+308,1.79769313486232e+308,0.00251301803515694,-0.0208225205665101,0
279.07113314542,1.79769313486232e+308,1.79769313486232e+308,0.00177986816623481,-0.0210965175092585,0
279.163143276306,1.79769313486232e+308,1.79769313486232e+308,0.000963604594622641,-0.0228678137018262,0
279.144922587112,1.79769313486232e+308,1.79769313486232e+308,0.00136521175628195,-0.0230575383310279,0
279.14745177874,1.79769313486232e+308,1.79769313486232e+308,0.000963596308335921,-0.0221626536556056,0
279.106689559871,1.79769313486232e+308,1.79769313486232e+308,0.00144613810537312,-0.0215562892132019,0
278.930048924865,1.79769313486232e+308,1.79769313486232e+308,0.00301603200368292,-0.0209992368615049,0
279.045458124209,1.79769313486232e+308,1.79769313486232e+308,0.00203118530529497,-0.0209475160964027,0
278.971361488304,1.79769313486232e+308,1.79769313486232e+308,0.00273272614036133,-0.0211432525831596,0
279.008019616444,1.79769313486232e+308,1.79769313486232e+308,0.00240761175414782,-0.0210346941947029,0
279.079110906617,1.79769313486232e+308,1.79769313486232e+308,0.00176911352502276,-0.0214223420771036,0
279.124697820931,1.79769313486232e+308,1.79769313486232e+308,0.00158915372323229,-0.0228416494743973,0
279.152434387728,1.79769313486232e+308,1.79769313486232e+308,0.00103297970472294,-0.0225020605210009,0
279.116898236897,1.79769313486232e+308,1.79769313486232e+308,0.00139033380608788,-0.0218569842988332,0
278.950557915052,1.79769313486232e+308,1.79769313486232e+308,0.0028985598603809,-0.0211892071272598,0
